PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,AGE,JERSEY,TEAM_NAME,POSITION,DRAFT_NUMBER,DRAFT_YEAR,TEAM_CONFERENCE,HEADSHOT
carusal01,Alex Caruso,28/02/1994,32,9.0,Thunder,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627936.png
ducasal01,Alex Ducas,11/12/2000,25,88.0,Thunder,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642505.png
lenal01,Alex Len,16/06/1993,32,25.0,Kings,Center,5,2013,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203458.png
reeseal01,Alex Reese,21/05/1999,26,15.0,Thunder,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642024.png
sarral01,Alex Sarr,26/04/2005,20,20.0,Wizards,Center,2,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png
willial06,Alondes Williams,19/06/1999,26,31.0,Pistons,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631214.png
sengual01,Alperen Sengun,25/07/2002,23,28.0,Rockets,Center,16,2021,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png
thompam01,Amen Thompson,30/01/2003,23,1.0,Rockets,Forward,4,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png
coffeam01,Amir Coffey,17/06/1997,28,7.0,Clippers,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629599.png
drumman01,Andre Drummond,10/08/1993,32,,76ers,Center,9,2012,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203083.png
jacksan01,Andre Jackson Jr.,13/11/2001,24,44.0,Bucks,Guard,36,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641748.png
nembhan01,Andrew Nembhard,16/01/2000,26,2.0,Pacers,Guard,31,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png
wiggian01,Andrew Wiggins,23/02/1995,31,22.0,Warriors,Forward,1,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203952.png
simonan01,Anfernee Simons,08/06/1999,26,1.0,Trail Blazers,Guard,24,2018,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629014.png
blackan01,Anthony Black,20/01/2004,22,0.0,Magic,Guard,6,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641710.png
davisan02,Anthony Davis,11/03/1993,33,3.0,Mavericks,Forward,1,2012,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png
edwaran01,Anthony Edwards,05/08/2001,24,5.0,Timberwolves,Guard,1,2020,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630162.png
gillan01,Anthony Gill,17/10/1992,33,16.0,Wizards,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png
watsoan02,Anton Watson,06/10/2000,25,21.0,Knicks,Forward,54,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641817.png
reevean01,Antonio Reeves,20/11/2000,25,12.0,Pelicans,Guard,47,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641810.png
hukpoar01,Ariel Hukporti,11/04/2002,23,55.0,Knicks,Center,58,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630574.png
armeltr01,Armel Traore,23/01/2003,23,94.0,Lakers,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642422.png
thompau01,Ausar Thompson,30/01/2003,23,9.0,Pistons,Forward,5,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png
reaveau01,Austin Reaves,29/05/1998,27,15.0,Lakers,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png
dosunay01,Ayo Dosunmu,17/01/2000,26,11.0,Bulls,Guard,38,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png
adebaba01,Bam Adebayo,18/07/1997,28,13.0,Heat,Center,14,2017,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628389.png
scheiba01,Baylor Scheierman,26/09/2000,25,55.0,Celtics,Guard,30,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png
sheppbe01,Ben Sheppard,16/07/2001,24,26.0,Pacers,Guard,26,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641767.png
simmobe01,Ben Simmons,20/07/1996,29,10.0,Nets,Guard,1,2016,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1627732.png
mathube01,Bennedict Mathurin,19/06/2002,23,0.0,Pacers,Forward,6,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631097.png
coulibi01,Bilal Coulibaly,26/07/2004,21,0.0,Wizards,Forward,7,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641731.png
biyombi01,Bismack Biyombo,28/08/1992,33,18.0,Spurs,Center,7,2011,West,https://cdn.nba.com/headshots/nba/latest/1040x760/202687.png
weslebl01,Blake Wesley,16/03/2003,23,14.0,Spurs,Guard,25,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631104.png
portibo01,Bobby Portis,10/02/1995,31,9.0,Bucks,Forward,22,2015,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png
klintbo01,Bobi Klintman,06/03/2003,23,34.0,Pistons,Forward,37,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641752.png
bogdabo01,Bogdan Bogdanovic,18/08/1992,33,13.0,Hawks,Guard,27,2014,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203992.png
bolbo01,Bol Bol,16/11/1999,26,11.0,Suns,Forward,44,2019,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629626.png
hylanbo01,Bones Hyland,14/09/2000,25,5.0,Clippers,Guard,26,2021,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630538.png
bealbr01,Bradley Beal,28/06/1993,32,3.0,Suns,Guard,3,2012,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203078.png
carlsbr01,Branden Carlson,14/06/1999,26,15.0,Thunder,Center,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642382.png
podzibr01,Brandin Podziemski,25/02/2003,23,2.0,Warriors,Guard,19,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png
bostobr01,Brandon Boston Jr.,28/11/2001,24,11.0,Pelicans,Guard,51,2021,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630527.png
clarkbr01,Brandon Clarke,19/09/1996,29,15.0,Grizzlies,Forward,21,2019,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png
ingrabr01,Brandon Ingram,02/09/1997,28,14.0,Pelicans,Forward,2,2016,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627742.png
millebr02,Brandon Miller,22/11/2002,23,24.0,Hornets,Forward,2,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png
willibr03,Brandon Williams,22/11/1999,26,10.0,Mavericks,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630314.png
keybr01,Braxton Key,14/02/1997,29,12.0,Warriors,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630296.png
sensabr01,Brice Sensabaugh,30/10/2003,22,28.0,Jazz,Forward,28,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png
jamesbr02,Bronny James,06/10/2004,21,9.0,Lakers,Guard,55,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642355.png
lopezbr01,Brook Lopez,01/04/1988,37,11.0,Bucks,Center,10,2008,East,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png
brownbr01,Bruce Brown,15/08/1996,29,11.0,Raptors,Guard,42,2018,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png
fernabr01,Bruno Fernando,15/08/1998,27,24.0,Raptors,Center,34,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628981.png
mcgowbr01,Bryce McGowens,08/11/2002,23,11.0,Trail Blazers,Guard,40,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png
carrica01,Bub Carrington,21/07/2005,20,8.0,Wizards,Guard,14,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642267.png
hieldbu01,Buddy Hield,17/12/1992,33,7.0,Warriors,Guard,6,2016,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627741.png
mccolcj01,CJ McCollum,19/09/1991,34,3.0,Pelicans,Guard,10,2013,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png
cunnica01,Cade Cunningham,25/09/2001,24,2.0,Pistons,Guard,1,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png
houstca01,Caleb Houstan,09/01/2003,23,2.0,Magic,Forward,32,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631216.png
martica02,Caleb Martin,28/09/1995,30,16.0,Mavericks,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png
chrisca02,Cam Christie,24/07/2005,20,12.0,Clippers,Guard,46,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642353.png
reddica01,Cam Reddish,01/09/1999,26,5.0,Lakers,Forward,10,2019,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629629.png
spencca01,Cam Spencer,06/04/2000,25,24.0,Grizzlies,Guard,53,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642285.png
thomaca02,Cam Thomas,13/10/2001,24,24.0,Nets,Guard,27,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png
whitmca01,Cam Whitmore,08/07/2004,21,7.0,Rockets,Forward,20,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641715.png
johnsca02,Cameron Johnson,03/03/1996,30,2.0,Nets,Forward,11,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629661.png
payneca01,Cameron Payne,08/08/1994,31,1.0,Knicks,Guard,14,2015,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1626166.png
leverca01,Caris LeVert,25/08/1994,31,3.0,Cavaliers,Forward,20,2016,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png
wallaca01,Cason Wallace,07/11/2003,22,22.0,Thunder,Guard,10,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png
bassech01,Charles Bassey,28/10/2000,25,28.0,Spurs,Center,53,2021,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png
holmgch01,Chet Holmgren,01/05/2002,23,7.0,Thunder,Center,2,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png
bouchch01,Chris Boucher,11/01/1993,33,25.0,Raptors,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628449.png
duartch01,Chris Duarte,13/06/1997,28,27.0,Bulls,Guard,13,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630537.png
livinch01,Chris Livingston,15/10/2003,22,7.0,Bucks,Forward,58,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641753.png
paulch01,Chris Paul,06/05/1985,40,3.0,Spurs,Guard,4,2005,West,https://cdn.nba.com/headshots/nba/latest/1040x760/101108.png
braunch01,Christian Braun,17/04/2001,24,0.0,Nuggets,Guard,21,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png
kolokch01,Christian Koloko,20/06/2000,25,10.0,Lakers,Center,33,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631132.png
okekech01,Chuma Okeke,18/08/1998,27,18.0,76ers,Forward,16,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629643.png
capelca01,Clint Capela,18/05/1994,31,15.0,Hawks,Center,25,2014,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203991.png
whiteco01,Coby White,16/02/2000,26,0.0,Bulls,Guard,7,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629632.png
martico01,Cody Martin,28/09/1995,30,11.0,Hornets,Forward,36,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628998.png
willico04,Cody Williams,20/11/2004,21,5.0,Jazz,Guard,10,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642262.png
jonesco02,Colby Jones,28/05/2002,23,20.0,Kings,Guard,34,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641732.png
anthoco01,Cole Anthony,15/05/2000,25,50.0,Magic,Guard,15,2020,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630175.png
swideco01,Cole Swider,08/05/1999,26,13.0,Pistons,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631306.png
castlco01,Colin Castleton,25/05/2000,25,18.0,76ers,Center,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630658.png
gilleco01,Collin Gillespie,25/06/1999,26,12.0,Suns,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png
sextoco01,Collin Sexton,04/01/1999,27,2.0,Jazz,Guard,8,2018,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
kispeco01,Corey Kispert,03/03/1999,27,24.0,Wizards,Forward,15,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png
josepco01,Cory Joseph,20/08/1991,34,10.0,Magic,Guard,29,2011,East,https://cdn.nba.com/headshots/nba/latest/1040x760/202709.png
portecr01,Craig Porter Jr.,26/02/2000,26,9.0,Cavaliers,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png
cuiyo01,Cui Yongxi,28/05/2003,22,8.0,Nets,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642385.png
russeda01,D'Angelo Russell,23/02/1996,30,1.0,Lakers,Guard,2,2015,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1626156.png
cartodj01,D.J. Carton,05/08/2000,25,3.0,Raptors,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630618.png
jeffrda01,DaQuan Jeffries,30/08/1997,28,3.0,Hornets,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629610.png
plowdda01,Daeqwon Plowden,29/08/1998,27,29.0,Hawks,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png
nixda01,Daishen Nix,13/02/2002,24,1.0,Timberwolves,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630227.png
bantoda01,Dalano Banton,07/11/1999,26,5.0,Trail Blazers,Guard,46,2021,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630625.png
terryda01,Dalen Terry,12/07/2002,23,25.0,Bulls,Guard,18,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
knechda01,Dalton Knecht,19/04/2001,24,4.0,Lakers,Forward,17,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642261.png
lillada01,Damian Lillard,15/07/1990,35,0.0,Bucks,Guard,6,2012,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203081.png
baughda01,Damion Baugh,03/08/2000,25,7.0,Hornets,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641878.png
leeda03,Damion Lee,21/10/1992,33,10.0,Suns,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627814.png
gaffoda01,Daniel Gafford,01/10/1998,27,21.0,Mavericks,Center,38,2019,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629655.png
theisda01,Daniel Theis,04/04/1992,33,10.0,Pelicans,Center,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628464.png
jenkida01,Daniss Jenkins,17/08/2001,24,24.0,Pistons,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642450.png
exumda01,Dante Exum,13/07/1995,30,0.0,Mavericks,Guard,5,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203957.png
saricda01,Dario Saric,08/04/1994,31,9.0,Nuggets,Center,12,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png
whiteda01,Dariq Whitehead,01/08/2004,21,0.0,Nets,Forward,22,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641727.png
garlada01,Darius Garland,26/01/2000,26,10.0,Cavaliers,Guard,5,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629636.png
dukeda01,David Duke Jr.,13/10/1999,26,7.0,Spurs,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630561.png
roddyda01,David Roddy,27/03/2001,24,8.0,Hawks,Forward,23,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png
mitchda01,Davion Mitchell,05/09/1998,27,45.0,Raptors,Guard,9,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630558.png
sharpda01,Day'Ron Sharpe,06/11/2001,24,20.0,Nets,Center,29,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png
foxde01,De'Aaron Fox,20/12/1997,28,5.0,Kings,Guard,5,2017,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png
huntede01,De'Andre Hunter,02/12/1997,28,12.0,Hawks,Forward,4,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
meltode01,De'Anthony Melton,28/05/1998,27,8.0,Warriors,Guard,46,2018,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629001.png
jordade01,DeAndre Jordan,21/07/1988,37,6.0,Nuggets,Center,35,2008,West,https://cdn.nba.com/headshots/nba/latest/1040x760/201599.png
derozde01,DeMar DeRozan,07/08/1989,36,10.0,Kings,Forward,9,2009,West,https://cdn.nba.com/headshots/nba/latest/1040x760/201942.png
wadede01,Dean Wade,20/11/1996,29,32.0,Cavaliers,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png
aytonde01,Deandre Ayton,23/07/1998,27,2.0,Trail Blazers,Center,1,2018,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629028.png
murrade01,Dejounte Murray,19/09/1996,29,5.0,Pelicans,Guard,29,2016,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627749.png
wrighde01,Delon Wright,26/04/1992,33,0.0,Knicks,Guard,20,2015,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1626153.png
avdijde01,Deni Avdija,03/01/2001,25,8.0,Trail Blazers,Forward,9,2020,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630166.png
schrode01,Dennis Schroder,15/09/1993,32,71.0,Warriors,Guard,17,2013,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
livelde01,Dereck Lively II,12/02/2004,22,2.0,Mavericks,Center,12,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png
jonesde02,Derrick Jones Jr.,15/02/1997,29,55.0,Clippers,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png
whitede01,Derrick White,02/07/1994,31,9.0,Celtics,Guard,29,2017,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png
banede01,Desmond Bane,25/06/1998,27,22.0,Grizzlies,Guard,30,2020,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png
bookede01,Devin Booker,30/10/1996,29,1.0,Suns,Guard,13,2015,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png
cartede02,Devin Carter,18/03/2002,24,22.0,Kings,Guard,13,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642269.png
vassede01,Devin Vassell,23/08/2000,25,24.0,Spurs,Guard,11,2020,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630170.png
brookdi01,Dillon Brooks,22/01/1996,30,9.0,Rockets,Forward,45,2017,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628415.png
jonesdi01,Dillon Jones,29/10/2001,24,3.0,Thunder,Forward,26,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641794.png
sabondo01,Domantas Sabonis,03/05/1996,29,11.0,Kings,Center,11,2016,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627734.png
barlodo01,Dominick Barlow,26/05/2003,22,0.0,Hawks,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631230.png
clingdo01,Donovan Clingan,23/02/2004,22,23.0,Trail Blazers,Center,7,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642270.png
mitchdo01,Donovan Mitchell,07/09/1996,29,45.0,Cavaliers,Guard,13,2017,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png
divindo01,Donte DiVincenzo,31/01/1997,29,0.0,Timberwolves,Guard,17,2018,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png
finnedo01,Dorian Finney-Smith,04/05/1993,32,17.0,Lakers,Forward,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png
mcderdo01,Doug McDermott,03/01/1992,34,7.0,Kings,Forward,11,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png
greendr01,Draymond Green,04/03/1990,36,23.0,Warriors,Forward,35,2012,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203110.png
eubandr01,Drew Eubanks,01/02/1997,29,15.0,Jazz,Center,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png
peterdr01,Drew Peterson,09/11/1999,26,13.0,Celtics,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641809.png
timmedr01,Drew Timme,09/09/2000,25,26.0,Nets,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631166.png
smithdr01,Dru Smith,30/12/1997,28,12.0,Heat,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png
robindu01,Duncan Robinson,22/04/1994,31,55.0,Heat,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png
reathdu01,Duop Reath,26/06/1996,29,26.0,Trail Blazers,Center,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641871.png
poweldw01,Dwight Powell,20/07/1991,34,7.0,Mavericks,Center,45,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png
daniedy01,Dyson Daniels,17/03/2003,23,5.0,Hawks,Guard,8,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png
liddeej01,E.J. Liddell,18/12/2000,25,32.0,Bulls,Forward,41,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png
paytoel01,Elfrid Payton,22/02/1994,32,22.0,Hornets,Guard,10,2014,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203901.png
harklej01,Elijah Harkless,03/02/2000,26,16.0,Jazz,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641989.png
milleem01,Emanuel Miller,19/06/2000,25,20.0,Bulls,Forward,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641801.png
batesem01,Emoni Bates,28/01/2004,22,21.0,Cavaliers,Forward,49,2023,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641734.png
freemen01,Enrique Freeman,29/07/2000,25,8.0,Pacers,Forward,50,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642402.png
gordoer01,Eric Gordon,25/12/1988,37,23.0,76ers,Guard,7,2008,East,https://cdn.nba.com/headshots/nba/latest/1040x760/201569.png
mobleev01,Evan Mobley,18/06/2001,24,4.0,Cavaliers,Forward,3,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png
wagnefr01,Franz Wagner,27/08/2001,24,22.0,Magic,Forward,8,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630532.png
vanvlfr01,Fred VanVleet,25/02/1994,32,5.0,Rockets,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627832.png
jacksgg01,GG Jackson II,17/12/2004,21,45.0,Grizzlies,Forward,45,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641713.png
vincega01,Gabe Vincent,14/06/1996,29,7.0,Lakers,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png
templga01,Garrett Temple,08/05/1986,39,17.0,Raptors,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png
mathega01,Garrison Mathews,24/10/1996,29,24.0,Hawks,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png
harriga01,Gary Harris,14/09/1994,31,14.0,Magic,Guard,19,2014,East,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png
paytoga02,Gary Payton II,01/12/1992,33,0.0,Warriors,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png
trentga02,Gary Trent Jr.,18/01/1999,27,5.0,Bucks,Guard,37,2018,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png
