PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,AGE,JERSEY,TEAM_NAME,POSITION,DRAFT_NUMBER,DRAFT_YEAR,TEAM_CONFERENCE,HEADSHOT
1630471,Maya Caldwell,15/12/1998,27,33,Dream,Guard,33,2021,East,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1630471.png
203398,Brittney Griner,18/10/1990,35,42,Dream,Center,1,2013,East,https://cdn.wnba.com/headshots/wnba/latest/1040x760/203398.png
1642304,Carla Leite,16/04/2004,21,0,Valkyries,Guard,9,2024,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1642304.png
1642822,Kaitlyn Chen,22/02/2002,24,2,Valkyries,Guard,30,2025,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1642822.png
1641656,Laeticia Amihere,10/07/2001,24,3,Valkyries,Forward,8,2023,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1641656.png
203866,Kayla Thornton,20/10/1992,33,5,Valkyries,Forward,Undrafted,Undrafted,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/203866.png
1630097,Kaila Charles,23/03/1998,27,6,Valkyries,Guard-Forward,23,2020,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1630097.png
1630387,Iliana Rupert,12/07/2001,24,12,Valkyries,Center,12,2021,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1630387.png
1642767,Janelle Salaun,05/09/2001,24,13,Valkyries,Forward,Undrafted,Undrafted,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1642767.png
1627701,Temi Fagbenle,08/09/1992,33,14,Valkyries,Center,35,2016,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1627701.png
203026,Tiffany Hayes,20/09/1989,36,15,Valkyries,Guard,14,2012,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/203026.png
1642324,Kate Martin,05/06/2000,25,20,Valkyries,Guard,18,2024,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1642324.png
1631007,Veronica Burton,12/07/2000,25,22,Valkyries,Guard,7,2022,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1631007.png
1628508,Cecilia Zandalasini,16/03/1996,30,24,Valkyries,Forward,Undrafted,Undrafted,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1628508.png
1628881,Monique Billings,02/05/1996,29,25,Valkyries,Forward,15,2018,West,https://cdn.wnba.com/headshots/wnba/latest/1040x760/1628881.png
